url,title,excerpt
https://collective-intelligence.thegovlab.org/case/nuortenbudjetti-helsinkis-youth-budget,Nuortenbudjetti: Helsinki’s Youth Budget,Youth-led participatory budgeting initiative in Helsinki.
https://collective-intelligence.thegovlab.org/case/forum-jove-bcn-barcelonas-youth-forum,Forum Jove BCN: Barcelona’s Youth Forum,Empowering Barcelona's youth through a citizens' assembly to influence city council policies.
https://collective-intelligence.thegovlab.org/case/creamos,CREAMOS: Co-Creating Youth-Led Social Innovation Projects in Chile,National program in Chile for youth-led social innovation
https://collective-intelligence.thegovlab.org/case/ushahidi,USHAHIDI: Crowdmapping to Inform Responses in Chaotic or Disaster Situations,Ushahidi's platform for crisis relief and human rights through crowdmapping.
https://collective-intelligence.thegovlab.org/case/revolucioncr-and-desafiossp,#REVOLUCIÓNCR AND DESAFÍOSSP: PLATFORMS FOR OPEN POLICY MAKING IN COSTA RICA AND MEXICO,Open innovation projects #RevoluciónCR and DesafíosSP in Costa Rica and Mexico engaging citizens in policymaking to solve public issues.
https://collective-intelligence.thegovlab.org/case/finnish-citizens-initiative,Finnish Citizens’ Initiative,Online platform for Finnish citizens to propose legislation
https://collective-intelligence.thegovlab.org/case/challengegov,Challenge.gov: Crowdsourcing Solutions Through Prize-Backed Challenges,Comprehensive platform for federal agencies to crowdsource innovative solutions via prize-backed challenges.
https://collective-intelligence.thegovlab.org/case/petabencana-risk-map,PetaBencana (Risk Map),"Real-time flood reporting and disaster response tool in Indonesia, now expanded to India and Florida."
https://collective-intelligence.thegovlab.org/case/carbon-neutral-helsinki-2035,CARBON NEUTRAL HELSINKI 2035,"Comprehensive case study on Helsinki's climate action plan for achieving carbon neutrality by 2035, involving collaborative efforts, innovative strategies, and the Climate Watch website for progress tracking."
https://collective-intelligence.thegovlab.org/case/all-of-us-research-program,All of Us Research Program,"A national effort engaging one million Americans in medical research to advance personalized medicine, focusing on diversity and data security."
https://collective-intelligence.thegovlab.org/case/smarter-crowdsourcing-for-zika,Smarter Crowdsourcing for Zika,A global initiative leveraging crowdsourcing to combat Zika virus by gathering innovative solutions from experts worldwide.
https://collective-intelligence.thegovlab.org/case/governador-pergunta-governor-asks,Governador Pergunta (Governor Asks),"A public engagement initiative in Rio Grande do Sul, Brazil, engaging nearly a quarter million participants on public health care and traffic safety."
https://collective-intelligence.thegovlab.org/case/sharing-the-roads-safely-cycling-citizens-jury,Sharing the Roads Safely (Cycling Citizens’ Jury),A detailed case study on South Australia's successful reduction of cycling casualties through a citizens' jury initiative.
https://collective-intelligence.thegovlab.org/case/york-neighborhood-approach,York Neighborhood Approach,Community initiative by City of York Council to combat loneliness with strategies like Community Health Champions and GoodGym.
https://collective-intelligence.thegovlab.org/case/the-bristol-approach,The Bristol Approach,Community-driven air quality and urban issue monitoring in Bristol
https://collective-intelligence.thegovlab.org/case/new-start-career-network,New Start Career Network,Free assistance for long-term unemployed aged 45+ in NJ through volunteer career coaching.
https://collective-intelligence.thegovlab.org/case/listening-to-africa,Listening to Africa,Initiative by the World Bank Group for crisis monitoring in Sub-Saharan Africa using mobile phone surveys.
https://collective-intelligence.thegovlab.org/case/sustainable-neighborhoods-program,Sustainable Neighborhoods Program,"A community-led initiative in Lakewood, Colorado, empowering residents to implement sustainability projects."
https://collective-intelligence.thegovlab.org/case/ipaidabribe,iPaidABribe,Crowdsourced anti-corruption platform in India
https://collective-intelligence.thegovlab.org/case/flint-property-portal,Flint Neighborhood Inventory / Flint Property Portal,"A comprehensive initiative to combat blight in Flint, Michigan through resident-contributed data, securing $67.5 million in grants."
https://collective-intelligence.thegovlab.org/case/decidim-helsinki,Decidim Helsinki: Engaging Citizens in Urban Development Through Participatory Budgeting,"Helsinki's Decidim initiative enhances urban development through participatory budgeting, involving residents in decision-making."
https://collective-intelligence.thegovlab.org/case/civic-bridge,Civic Bridge,A program leveraging private sector talent to enhance San Francisco's city services.
https://collective-intelligence.thegovlab.org/case/propeller-health,AIR Louisville / Propeller Health,Public health initiative by Louisville Metro Government and Propeller Health using GPS-enabled inhalers to reduce asthma/COPD incidents.
https://collective-intelligence.thegovlab.org/case/abre,Nonprofit Helps City Build Capacity for Collective Intelligence Projects,"Abre, a collaborative platform for urban development, co-designed by Fundación Ciudadanía Inteligente and Peñalolén city officials, focuses on engaging communities through a four-step process."
https://collective-intelligence.thegovlab.org/case/we-europeans,WeEuropeans: Mobilizing Citizens for a United Europe,A collaborative initiative engaging over 1.7 million Europeans in policy-making to rejuvenate the European Union.
https://congress.crowd.law/case-aarp-and-all-our-ideas.html,AARP AND ALL OUR IDEAS: USING WIKI SURVEYS FOR IDENTIFYING PROBLEMS AT SCALE,AARP and The GovLab's collaborative effort using wiki surveys for public engagement on big health data issues.
https://congress.crowd.law/case-belgian-sortition-models.html,BELGIAN SORTITION MODELS: INSTITUTIONALIZING DELIBERATIVE DEMOCRACY,Exploration of Belgium's sortition-based deliberative democracy in Ostbelgien and Brussels-Capital.
https://congress.crowd.law/case-better-reykjavik.html,Better Reykjavik: Municipal Open Innovation,Comprehensive overview of the Better Reykjavik crowdsourcing platform for urban innovation.
https://congress.crowd.law/case-congressional-science-policy-initiative.html,CONGRESSIONAL SCIENCE POLICY INITIATIVE,A comprehensive program aimed at enhancing informed policymaking by facilitating the engagement between Congress and the scientific community.
https://congress.crowd.law/case-constitución-cdmx.html,Constitución CDMX: Crowdsourcing Mexico City’s Constitution,Crowdsourced drafting of Mexico City's constitution through public engagement and digital platforms.
https://congress.crowd.law/case-decide-madrid.html,Decide Madrid: Madrid's Direct Democracy Experiment,"An in-depth look at Decide Madrid, a pioneering civic tech initiative for enhancing participatory democracy in Madrid."
https://congress.crowd.law/case-evaluación-de-la-ley.html,EVALUACIÓN DE LA LEY,"Ex-post evaluation methodology for Chilean laws, detailing process, team, and stages."
https://congress.crowd.law/case-evidence-checks-uk.html,Evidence Checks UK,Detailed examination of the UK's Evidence Checks process for enhancing evidence-based policymaking through public involvement.
https://congress.crowd.law/case-governador-pergunta.html,Governador Pergunta: A Case Study in Municipal Open Innovation,"A detailed exploration of the Governador Pergunta initiative, focusing on citizen engagement in Rio Grande do Sul, Brazil, through wiki surveys."
https://congress.crowd.law/case-mudamos.html,MUDAMOS: The Citizen Initiative App,A mobile app for Brazilian citizens to propose and sign legislation digitally.
https://congress.crowd.law/case-mygov-india.html,MyGov India: Engaging Citizens in Governance,"A platform for citizen engagement in governance through polls, discussions, and tasks."
https://congress.crowd.law/case-rahvakogu.html,RAHVAKOGU: Turning the E-Republic into an E-Democracy,"Comprehensive analysis of Rahvakogu, Estonia's digital platform for crowdsourcing policy proposals to enhance democracy and tackle political corruption."
https://congress.crowd.law/case-social-auditing.html,Social Auditing: People-Led Evaluation,"Comprehensive overview of social auditing initiatives across Brazil, Ghana, and the USA."
https://congress.crowd.law/case-vtaiwan.html,vTaiwan: Using Digital Technology to Write Digital Laws,Comprehensive analysis of vTaiwan's digital legislative process
https://thegovlab.org/static/files/smarterstate/aristotle.pdf,,
https://thegovlab.org/static/files/smarterstate/HHS.pdf,,
https://thegovlab.org/static/files/smarterstate/skillfinder.pdf,Smart Citizens Smarter State: The World Bank Skillfinder Case Study,Detailed analysis of the World Bank's SkillFinder project for enhancing talent discovery.
https://thegovlab.org/static/files/smarterstate/NYC-volunteer-bank.pdf,MAYOR’S OFFICE OF NEW YORK: VOLUNTEER LANGUAGE BANK,A project leveraging city employees' language skills for translation services in NYC.
https://virtual-communities.thegovlab.org/case/african-mums-in-deutschland,African Mums in Deutschland,"Support network for African mothers in Germany with over 4,100 members"
https://virtual-communities.thegovlab.org/case/humankind-global,HumanKind Global: A Beacon of Hope During the Pandemic,"A volunteer network, HumanKind Global, providing pandemic-related aid globally, founded by Mahita Nagaraj in 2020."
https://virtual-communities.thegovlab.org/case/cluba-da-alice,Clube da Alice: Empowering Women Entrepreneurs in Brazil,"A vibrant community for female entrepreneurs in Curitiba, Brazil, with over 551,500 members, fostering business growth and personal development."
https://virtual-communities.thegovlab.org/case/essex-coronavirus-action,Essex Coronavirus Action,"Essex initiative mobilizing 37,000 members and 7,000 volunteers via Facebook for COVID-19 response."
https://virtual-communities.thegovlab.org/case/subtle-asian-traits,Subtle Asian Traits,"A global Facebook group with over 1.8 million members, connecting Asians worldwide through shared cultural experiences."
https://virtual-communities.thegovlab.org/case/surviving-hijab,SURVIVING HIJAB,"A global community of over 900,000 women empowering each other through the journey of wearing the hijab."
https://virtual-communities.thegovlab.org/case/white-people-doing-something,WHITE PEOPLE. DOING SOMETHING.,"A Facebook group with over 36,000 members, focusing on racial justice through empathy-driven discussions, inspired by George Floyd's murder."
https://virtual-communities.thegovlab.org/case/female-in,FEMALE IN (FIN),"A global support group for women, inspired by the need for a supportive community after the Boko Haram kidnappings, with over 1.7 million members."
https://thegovlab.org/static/files/smarterstate/torfaen.pdf,Torfaen County Borough Council: Wisdom Bank Torfaen,"Online platform for knowledge sharing in Torfaen, Wales."
https://thegovlab.org/static/files/smarterstate/saopaulo.pdf,,
https://thegovlab.org/static/files/smarterstate/MAX.pdf,Office of Management and Budget: MAX.gov,Secure interagency collaboration platform for federal employees and contractors.
https://thegovlab.org/static/files/smarterstate/novagob.pdf,NOVAGOB: Creating a Community of Spanish Speaking Public Employees,A platform connecting Spanish-speaking public sector employees for collaboration and professional growth.
https://thegovlab.org/static/files/smarterstate/epa.pdf,,
https://thegovlab.org/static/files/smarterstate/OPSI.pdf,OECD: Observatory for Public Sector Innovation,Central hub for public sector innovation information and networking.
https://files.thegovlab.org/madrid-report-english.pdf,Expanding and Strengthening Engagement on Decide Madrid: A Data-Driven Evaluation,"In-depth analysis and recommendations for enhancing user engagement on Decide Madrid, with insights on participation trends and demographic disparities."
https://crowd.law/crowdlaw-the-palgrave-encyclopedia-of-interest-groups-lobbying-and-public-affairs-5d696e2a113d,"CROWDLAW: THE PALGRAVE ENCYCLOPEDIA OF INTEREST GROUPS, LOBBYING AND PUBLIC AFFAIRS","Overview of CrowdLaw from The Palgrave Encyclopedia, highlighting public engagement in lawmaking via technology."
https://virtual-communities.thegovlab.org/reports.html,THE POWER OF VIRTUAL COMMUNITIES,"Insightful study on Facebook groups' governance and leadership, involving interviews with group leaders and experts."
https://virtual-communities.thegovlab.org/literature-review/index.html,Literature Review on the Governance and Leadership of Facebook Groups,"Insightful review on Facebook groups' governance and leadership, exploring their societal impacts and individual experiences."
https://collective-intelligence.thegovlab.org/literature-review/index.html,Literature Review on Collective Intelligence,Comprehensive review on collective intelligence's role in public problem solving.
https://thegovlab.org/static/files/publications/openpolicymaking-april29.pdf,The Open Policymaking Playbook,Comprehensive guide for integrating collective intelligence into policymaking.
https://www.analyse-und-kritik.net/Dateien/5be9b083bc696_noveck.pdf,Crowdlaw: Collective Intelligence and Lawmaking,An in-depth exploration of crowdlaw's potential to revolutionize lawmaking through citizen engagement and technology.
https://thegovlab.org/static/files/publications/smarter-crowdsouring-for-zika-and-other-mosquito-borne-diseases.pdf,SMARTER CROWDSOURCING ZIKA,Innovative solutions for Zika and mosquito-borne diseases
https://digitalcommons.nyls.edu/cgi/viewcontent.cgi?referer=&httpsredir=1&article=1781&context=fac_articles_chapters,The Electronic Revolution in Rulemaking,In-depth analysis of digital technology's impact on legal rulemaking.
https://digitalcommons.nyls.edu/cgi/viewcontent.cgi?article=1580&context=fac_articles_chapters,Designing Deliberative Democracy in Cyberspace: The Role of the Cyber-lawyer,Exploration of cyber-lawyers' role in fostering online deliberative democracy.
https://thegovlab.org/static/files/publications/innovgrantmaking.pdf,INNOVATIONS in OPEN GRANTMAKING,Comprehensive guide on open grantmaking innovations
https://thegovlab.org/static/files/publications/where-and-when-ai-and-ci-meet.pdf,Where and when AI and CI meet: exploring the intersection of artificial and collective intelligence towards the goal of innovating how we govern,Interdisciplinary exploration of AI and CI in governance innovation.
https://thegovlab.org/static/files/publications/people-led.pdf,Toward a Methodology for Solving Urban Problems in the 21st Century,Comprehensive guide on urban innovation through citizen engagement
https://thegovlab.org/static/files/publications/crowd-law.pdf,Crowdlaw Online Public Participation in Lawmaking,"An in-depth exploration of Crowdlaw, detailing its potential to revolutionize public participation in legislative processes."
https://thegovlab.org/static/files/publications/icma-talk-transcript-4.pdf,SMART CITIES SMART CITIZENS,Insights into leveraging technology for smart cities and citizen engagement.
https://www.oreilly.com/library/view/open-government/9781449381936/ch04.html,CHAPTER 4. THE SINGLE POINT OF FAILURE,Exploration of centralized decision-making's drawbacks in government institutions.
https://youtu.be/C28xPks19KQ,YouTube Video Playback Error Message,Transcription of YouTube error and interface elements during playback issue.
https://digitalcommons.nyls.edu/cgi/viewcontent.cgi?referer=&httpsredir=1&article=1582&context=fac_articles_chapters,Peer to Patent: Collective Intelligence and Intellectual Property Reform,Exploration of collective intelligence in patent system reform by Beth Simone Noveck.
https://firstmonday.org/ojs/index.php/fm/article/view/1289,A DEMOCRACY OF GROUPS,Impact of technology on group decision-making and collective action.
https://digitalcommons.nyls.edu/fac_articles_chapters/676/,The Impact of E-Government on Public Participation in Rulemaking,Exploring the impact of electronic rulemaking on enhancing public participation in the U.S. federal rulemaking process.
https://ir.lawnet.fordham.edu/flr/vol74/iss2/6/,Society's Software,An in-depth academic article on the First Amendment by Beth S. Noveck and David R. Johnson.
https://www.taylorfrancis.com/chapters/edit/10.4324/9780203485415-6/unchat-democratic-solution-wired-world-beth-simone-noveck,Unchat: Democratic Solution for a Wired World,eBook 'Unchat: Democratic Solution for a Wired World' details
https://www.youtube.com/live/n0Sfvk7Wrlc?feature=share,Before You Continue To YouTube,"Overview of Google's data use for YouTube, including cookies and personalization."
https://youtu.be/8jKd6uc43qE,Politics with the People | David Lazer and Michael Neblo | Future of Democracy Series,A detailed exploration of directly representative democracy aimed at strengthening citizen-official connections.
https://youtu.be/TCa9fgI_9Sk,The Future of Democracy | System Error: Where Big Tech Went Wrong and How We Can Reboot,"A detailed exploration of Big Tech's impact on democracy and potential reboot strategies, hosted by the NYU Institute for Public Knowledge."
https://youtu.be/1WrW8pqa-Xg,Collective Intelligence and Democracy | Geoff Mulgan | Future of Democracy Series,Insights into enhancing democracy through collective intelligence.
https://youtu.be/HNYCSJun3ew,YouTube Playback Error Message,Detailed transcription of YouTube's interface and error messages during playback issues.
https://youtu.be/vraBaMV5ccc,YouTube Video Playback Error Message,Detailed transcription of YouTube video playback error interface and messages.
https://www.youtube.com/live/OljOAFTBe5I?feature=share,Before You Continue to YouTube,"Detailed privacy and data use notice for YouTube, explaining Google's use of data and cookies."
https://www.youtube.com/live/8QhqJW_Vkmk?feature=share,Before You Continue to YouTube,Detailed overview of Google's data use for YouTube users
https://youtu.be/G2d33UFW-FQ,YouTube Playback Error Message,Detailed transcription of a YouTube playback error including troubleshooting instructions and error specifics.
https://www.youtube.com/live/sp6aqJlEsd4?feature=share,Before You Continue To YouTube,"Consent form for YouTube's cookie and data use, detailing options and implications for users."
https://youtu.be/I2HFdZ39kOk,Why We Need Direct Digital Democracy Today | Future of Democracy Lecture Series,"A detailed conversation on the potential of direct digital democracy, featuring Dr. Roslyn Fuller and Prof. Beth Simone Noveck."
https://youtu.be/_bfNQmqCSAY,YouTube Video Playback Error Message,Transcription of a YouTube video playback error with troubleshooting instructions.
https://youtu.be/bh95o_HdD6M,YouTube Playback Error Message,Detailed transcription of a YouTube playback error message with troubleshooting instructions.
https://youtu.be/hbULdt86sbM,"Government by the people, with the people | Audrey Tang | Future of Democracy Series",A detailed discussion on the enhancement of participatory democracy through civic technology with Audrey Tang.
https://yalebooks.yale.edu/book/9780300230154/solving-public-problems/,Solving Public Problems,A comprehensive guide by Beth Simone Noveck on leveraging technology and collective wisdom to address societal challenges.
http://smarterstate.org/,"Smart Citizens, Smarter State",Exploration of leveraging citizen expertise for governance improvement through technology.
https://www.brookings.edu/book/wiki-government/,Wiki Government,Exploring collaborative democracy and technology's role in governance
https://nyupress.org/9780814799727/the-state-of-play/,"The State of Play: Law, Games, and Virtual Worlds","Insightful exploration of digital worlds' legal, cultural, and societal impacts."
https://course.innovate-us.org,SIDE DRAWER,"Free online learning platform for public servants with courses on data, digital, innovation, and more."
http://course.innovate-us.org,SIDE DRAWER,"Free online learning platform for public servants focusing on data, digital, and innovation skills."
https://course.solvingpublicproblems.org,SOLVING PUBLIC PROBLEMS,"A comprehensive guide on leveraging technology, data, and community wisdom to address public problems."
https://podcasters.spotify.com/pod/show/thegovlab,The GovLab Collective Intelligence Podcast,Podcast on equitable city problem-solving with citizen engagement
https://www.youtube.com/playlist?list=PL2zpEc-7YPYwokKsn-v8K9rgp2CXxDZX2,Before You Continue to YouTube,Overview of Google's data and cookie use on YouTube
https://covidcourse.thegovlab.org/,COLLECTIVE CRISIS INTELLIGENCE,"Enhancing disaster response with technology, crowdsourcing, and data analysis focused on COVID-19 and applicable to future crises."
https://www.youtube.com/playlist?list=PL2zpEc-7YPYwZiHJIJ1m7up1PEvSwbXkZ,Before You Continue to YouTube,Overview of Google and YouTube's data and cookie usage for service delivery and personalization
https://www.youtube.com/playlist?list=PL2zpEc-7YPYwd-yGuJ6XHD8Vd7x0WImy8,Before You Continue to YouTube,"Overview of Google's data use policy for YouTube, including cookies and privacy settings."
https://multicitychallenge.org,CITY CHALLENGE,Urban problem-solving initiative with global projects
https://smartercrowdsourcing.org//images/burnes-impactstudios.pdf,MAKING THE IMPOSSIBLE POSSIBLE: IMPACT STUDIOS: SMARTER CROWDSOURCING,Leveraging AI and Community Expertise for Advanced Problem-Solving
https://directus.thegovlab.com/uploads/ci_cases/originals/ce74232e-4305-4c39-978b-644abe625445.pdf,Collective Intelligence: a checklist for the public sector,Comprehensive guide for public sector on implementing collective intelligence projects.
https://thegovlab.org/people-led-innovation.html,PEOPLE-LED INNOVATION,A comprehensive guide on engaging communities in urban problem-solving.
https://canvas.govlabacademy.org/,THE GOVLAB ACADEMY CANVAS,Comprehensive tool for developing and refining public interest projects
https://www.youtube.com/playlist?list=PL2zpEc-7YPYzF-lNnFjhM6GUtNIBmAUIv,,
https://youtu.be/BvyT8O-vdHw?si=Zw9q2RRK4RLcgDeu,,
https://www.youtube.com/live/V20l9yNtbYE?si=VBNoafxfuWT3BZrv,,
https://www.youtube.com/live/xFqh6V6tsSY?si=cfW3I9YmJ9rt9xgK,,
https://youtu.be/XrV3yTMCkNg?si=6x3_ClTzokB_ouq6,,
https://www.youtube.com/live/A71VxORMDLU?si=KxiLOOIjkiQWMzmc,,
https://www.youtube.com/live/1V2nQeCkdXk?si=mzZbVipdufcAj7j7,,
